,GeoName,Description,LineCode,Year,Value
285,New Jersey,      Food and beverages purchased for off-premises consumption,9,2002,2330
286,New Mexico,      Food and beverages purchased for off-premises consumption,9,2002,1773
287,New York,      Food and beverages purchased for off-premises consumption,9,2002,1736
288,North Carolina,      Food and beverages purchased for off-premises consumption,9,2002,2013
289,North Dakota,      Food and beverages purchased for off-premises consumption,9,2002,1983
290,Ohio,      Food and beverages purchased for off-premises consumption,9,2002,1973
291,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2002,1543
292,Oregon,      Food and beverages purchased for off-premises consumption,9,2002,2273
293,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2002,1993
294,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2002,2027
295,South Carolina,      Food and beverages purchased for off-premises consumption,9,2002,1959
296,South Dakota,      Food and beverages purchased for off-premises consumption,9,2002,1871
297,Tennessee,      Food and beverages purchased for off-premises consumption,9,2002,1846
298,Texas,      Food and beverages purchased for off-premises consumption,9,2002,1852
299,Utah,      Food and beverages purchased for off-premises consumption,9,2002,1773
300,Vermont,      Food and beverages purchased for off-premises consumption,9,2002,2547
301,Virginia,      Food and beverages purchased for off-premises consumption,9,2002,2075
302,Washington,      Food and beverages purchased for off-premises consumption,9,2002,2257
303,West Virginia,      Food and beverages purchased for off-premises consumption,9,2002,1841
304,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2002,2001
305,Wyoming,      Food and beverages purchased for off-premises consumption,9,2002,2117
306,Alabama,      Food and beverages purchased for off-premises consumption,9,2003,2071
307,Alaska,      Food and beverages purchased for off-premises consumption,9,2003,2948
308,Arizona,      Food and beverages purchased for off-premises consumption,9,2003,2001
309,Arkansas,      Food and beverages purchased for off-premises consumption,9,2003,1694
310,California,      Food and beverages purchased for off-premises consumption,9,2003,2083
311,Colorado,      Food and beverages purchased for off-premises consumption,9,2003,2218
312,Connecticut,      Food and beverages purchased for off-premises consumption,9,2003,2237
313,Delaware,      Food and beverages purchased for off-premises consumption,9,2003,2650
314,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2003,2611
315,Florida,      Food and beverages purchased for off-premises consumption,9,2003,2199
316,Georgia,      Food and beverages purchased for off-premises consumption,9,2003,2017
317,Hawaii,      Food and beverages purchased for off-premises consumption,9,2003,2506
318,Idaho,      Food and beverages purchased for off-premises consumption,9,2003,2134
319,Illinois,      Food and beverages purchased for off-premises consumption,9,2003,1932
320,Indiana,      Food and beverages purchased for off-premises consumption,9,2003,1990
321,Iowa,      Food and beverages purchased for off-premises consumption,9,2003,1905
322,Kansas,      Food and beverages purchased for off-premises consumption,9,2003,2103
323,Kentucky,      Food and beverages purchased for off-premises consumption,9,2003,2065
324,Louisiana,      Food and beverages purchased for off-premises consumption,9,2003,1959
325,Maine,      Food and beverages purchased for off-premises consumption,9,2003,2667
326,Maryland,      Food and beverages purchased for off-premises consumption,9,2003,2231
327,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2003,2384
328,Michigan,      Food and beverages purchased for off-premises consumption,9,2003,2102
329,Minnesota,      Food and beverages purchased for off-premises consumption,9,2003,2241
330,Mississippi,      Food and beverages purchased for off-premises consumption,9,2003,1838
331,Missouri,      Food and beverages purchased for off-premises consumption,9,2003,1937
332,Montana,      Food and beverages purchased for off-premises consumption,9,2003,2231
333,Nebraska,      Food and beverages purchased for off-premises consumption,9,2003,1945
334,Nevada,      Food and beverages purchased for off-premises consumption,9,2003,2263
335,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2003,2729
336,New Jersey,      Food and beverages purchased for off-premises consumption,9,2003,2423
337,New Mexico,      Food and beverages purchased for off-premises consumption,9,2003,1861
338,New York,      Food and beverages purchased for off-premises consumption,9,2003,1797
339,North Carolina,      Food and beverages purchased for off-premises consumption,9,2003,2026
340,North Dakota,      Food and beverages purchased for off-premises consumption,9,2003,2072
341,Ohio,      Food and beverages purchased for off-premises consumption,9,2003,2053
342,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2003,1588
343,Oregon,      Food and beverages purchased for off-premises consumption,9,2003,2375
344,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2003,2135
345,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2003,2099
346,South Carolina,      Food and beverages purchased for off-premises consumption,9,2003,1982
347,South Dakota,      Food and beverages purchased for off-premises consumption,9,2003,1943
348,Tennessee,      Food and beverages purchased for off-premises consumption,9,2003,1885
349,Texas,      Food and beverages purchased for off-premises consumption,9,2003,1911
350,Utah,      Food and beverages purchased for off-premises consumption,9,2003,1846
351,Vermont,      Food and beverages purchased for off-premises consumption,9,2003,2529
352,Virginia,      Food and beverages purchased for off-premises consumption,9,2003,2125
353,Washington,      Food and beverages purchased for off-premises consumption,9,2003,2380
354,West Virginia,      Food and beverages purchased for off-premises consumption,9,2003,1877
355,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2003,2021
356,Wyoming,      Food and beverages purchased for off-premises consumption,9,2003,2223
357,Alabama,      Food and beverages purchased for off-premises consumption,9,2004,2134
358,Alaska,      Food and beverages purchased for off-premises consumption,9,2004,3074
359,Arizona,      Food and beverages purchased for off-premises consumption,9,2004,2171
360,Arkansas,      Food and beverages purchased for off-premises consumption,9,2004,1748
361,California,      Food and beverages purchased for off-premises consumption,9,2004,2148
362,Colorado,      Food and beverages purchased for off-premises consumption,9,2004,2321
363,Connecticut,      Food and beverages purchased for off-premises consumption,9,2004,2385
364,Delaware,      Food and beverages purchased for off-premises consumption,9,2004,2755
365,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2004,2788
366,Florida,      Food and beverages purchased for off-premises consumption,9,2004,2327
367,Georgia,      Food and beverages purchased for off-premises consumption,9,2004,2104
368,Hawaii,      Food and beverages purchased for off-premises consumption,9,2004,2623
369,Idaho,      Food and beverages purchased for off-premises consumption,9,2004,2212
370,Illinois,      Food and beverages purchased for off-premises consumption,9,2004,2048
371,Indiana,      Food and beverages purchased for off-premises consumption,9,2004,2114
372,Iowa,      Food and beverages purchased for off-premises consumption,9,2004,2010
373,Kansas,      Food and beverages purchased for off-premises consumption,9,2004,2168
374,Kentucky,      Food and beverages purchased for off-premises consumption,9,2004,2193
375,Louisiana,      Food and beverages purchased for off-premises consumption,9,2004,2019
376,Maine,      Food and beverages purchased for off-premises consumption,9,2004,2802
377,Maryland,      Food and beverages purchased for off-premises consumption,9,2004,2295
378,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2004,2557
379,Michigan,      Food and beverages purchased for off-premises consumption,9,2004,2185
380,Minnesota,      Food and beverages purchased for off-premises consumption,9,2004,2342
381,Mississippi,      Food and beverages purchased for off-premises consumption,9,2004,1934
382,Missouri,      Food and beverages purchased for off-premises consumption,9,2004,2027
383,Montana,      Food and beverages purchased for off-premises consumption,9,2004,2343
384,Nebraska,      Food and beverages purchased for off-premises consumption,9,2004,2091
385,Nevada,      Food and beverages purchased for off-premises consumption,9,2004,2404
386,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2004,2889
387,New Jersey,      Food and beverages purchased for off-premises consumption,9,2004,2543
388,New Mexico,      Food and beverages purchased for off-premises consumption,9,2004,1952
389,New York,      Food and beverages purchased for off-premises consumption,9,2004,1884
390,North Carolina,      Food and beverages purchased for off-premises consumption,9,2004,2072
391,North Dakota,      Food and beverages purchased for off-premises consumption,9,2004,2177
392,Ohio,      Food and beverages purchased for off-premises consumption,9,2004,2073
393,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2004,1642
394,Oregon,      Food and beverages purchased for off-premises consumption,9,2004,2562
395,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2004,2162
396,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2004,2178
397,South Carolina,      Food and beverages purchased for off-premises consumption,9,2004,2116
398,South Dakota,      Food and beverages purchased for off-premises consumption,9,2004,2071
399,Tennessee,      Food and beverages purchased for off-premises consumption,9,2004,1952
400,Texas,      Food and beverages purchased for off-premises consumption,9,2004,2013
401,Utah,      Food and beverages purchased for off-premises consumption,9,2004,2000
402,Vermont,      Food and beverages purchased for off-premises consumption,9,2004,2644
403,Virginia,      Food and beverages purchased for off-premises consumption,9,2004,2211
404,Washington,      Food and beverages purchased for off-premises consumption,9,2004,2515
405,West Virginia,      Food and beverages purchased for off-premises consumption,9,2004,1972
406,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2004,2136
407,Wyoming,      Food and beverages purchased for off-premises consumption,9,2004,2327
408,Alabama,      Food and beverages purchased for off-premises consumption,9,2005,2243
409,Alaska,      Food and beverages purchased for off-premises consumption,9,2005,3230
410,Arizona,      Food and beverages purchased for off-premises consumption,9,2005,2326
411,Arkansas,      Food and beverages purchased for off-premises consumption,9,2005,1807
412,California,      Food and beverages purchased for off-premises consumption,9,2005,2253
413,Colorado,      Food and beverages purchased for off-premises consumption,9,2005,2452
414,Connecticut,      Food and beverages purchased for off-premises consumption,9,2005,2504
415,Delaware,      Food and beverages purchased for off-premises consumption,9,2005,2852
416,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2005,2841
417,Florida,      Food and beverages purchased for off-premises consumption,9,2005,2446
418,Georgia,      Food and beverages purchased for off-premises consumption,9,2005,2198
419,Hawaii,      Food and beverages purchased for off-premises consumption,9,2005,2793
420,Idaho,      Food and beverages purchased for off-premises consumption,9,2005,2314
421,Illinois,      Food and beverages purchased for off-premises consumption,9,2005,2136
422,Indiana,      Food and beverages purchased for off-premises consumption,9,2005,2214
423,Iowa,      Food and beverages purchased for off-premises consumption,9,2005,2103
424,Kansas,      Food and beverages purchased for off-premises consumption,9,2005,2366
425,Kentucky,      Food and beverages purchased for off-premises consumption,9,2005,2283
426,Louisiana,      Food and beverages purchased for off-premises consumption,9,2005,2062
427,Maine,      Food and beverages purchased for off-premises consumption,9,2005,2792
428,Maryland,      Food and beverages purchased for off-premises consumption,9,2005,2325
429,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2005,2657
430,Michigan,      Food and beverages purchased for off-premises consumption,9,2005,2198
431,Minnesota,      Food and beverages purchased for off-premises consumption,9,2005,2341
432,Mississippi,      Food and beverages purchased for off-premises consumption,9,2005,2036
433,Missouri,      Food and beverages purchased for off-premises consumption,9,2005,2127
434,Montana,      Food and beverages purchased for off-premises consumption,9,2005,2463
435,Nebraska,      Food and beverages purchased for off-premises consumption,9,2005,2164
436,Nevada,      Food and beverages purchased for off-premises consumption,9,2005,2460
437,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2005,2928
438,New Jersey,      Food and beverages purchased for off-premises consumption,9,2005,2640
439,New Mexico,      Food and beverages purchased for off-premises consumption,9,2005,2071
440,New York,      Food and beverages purchased for off-premises consumption,9,2005,2044
441,North Carolina,      Food and beverages purchased for off-premises consumption,9,2005,2189
442,North Dakota,      Food and beverages purchased for off-premises consumption,9,2005,2237
443,Ohio,      Food and beverages purchased for off-premises consumption,9,2005,2116
444,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2005,1734
445,Oregon,      Food and beverages purchased for off-premises consumption,9,2005,2668
446,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2005,2256
447,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2005,2281
448,South Carolina,      Food and beverages purchased for off-premises consumption,9,2005,2281
449,South Dakota,      Food and beverages purchased for off-premises consumption,9,2005,2177
450,Tennessee,      Food and beverages purchased for off-premises consumption,9,2005,2038
451,Texas,      Food and beverages purchased for off-premises consumption,9,2005,2121
452,Utah,      Food and beverages purchased for off-premises consumption,9,2005,2079
453,Vermont,      Food and beverages purchased for off-premises consumption,9,2005,2827
454,Virginia,      Food and beverages purchased for off-premises consumption,9,2005,2326
455,Washington,      Food and beverages purchased for off-premises consumption,9,2005,2686
456,West Virginia,      Food and beverages purchased for off-premises consumption,9,2005,2055
457,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2005,2230
458,Wyoming,      Food and beverages purchased for off-premises consumption,9,2005,2478
459,Alabama,      Food and beverages purchased for off-premises consumption,9,2006,2216
460,Alaska,      Food and beverages purchased for off-premises consumption,9,2006,3371
461,Arizona,      Food and beverages purchased for off-premises consumption,9,2006,2454
462,Arkansas,      Food and beverages purchased for off-premises consumption,9,2006,1834
463,California,      Food and beverages purchased for off-premises consumption,9,2006,2361
464,Colorado,      Food and beverages purchased for off-premises consumption,9,2006,2475
465,Connecticut,      Food and beverages purchased for off-premises consumption,9,2006,2628
466,Delaware,      Food and beverages purchased for off-premises consumption,9,2006,2976
467,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2006,2993
468,Florida,      Food and beverages purchased for off-premises consumption,9,2006,2541
469,Georgia,      Food and beverages purchased for off-premises consumption,9,2006,2255
470,Hawaii,      Food and beverages purchased for off-premises consumption,9,2006,2926
471,Idaho,      Food and beverages purchased for off-premises consumption,9,2006,2497
472,Illinois,      Food and beverages purchased for off-premises consumption,9,2006,2263
473,Indiana,      Food and beverages purchased for off-premises consumption,9,2006,2271
474,Iowa,      Food and beverages purchased for off-premises consumption,9,2006,2198
475,Kansas,      Food and beverages purchased for off-premises consumption,9,2006,2464
476,Kentucky,      Food and beverages purchased for off-premises consumption,9,2006,2353
477,Louisiana,      Food and beverages purchased for off-premises consumption,9,2006,2303
478,Maine,      Food and beverages purchased for off-premises consumption,9,2006,2880
479,Maryland,      Food and beverages purchased for off-premises consumption,9,2006,2402
480,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2006,2759
481,Michigan,      Food and beverages purchased for off-premises consumption,9,2006,2223
482,Minnesota,      Food and beverages purchased for off-premises consumption,9,2006,2299
483,Mississippi,      Food and beverages purchased for off-premises consumption,9,2006,2169
484,Missouri,      Food and beverages purchased for off-premises consumption,9,2006,2150
485,Montana,      Food and beverages purchased for off-premises consumption,9,2006,2633
486,Nebraska,      Food and beverages purchased for off-premises consumption,9,2006,2235
487,Nevada,      Food and beverages purchased for off-premises consumption,9,2006,2611
488,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2006,3007
489,New Jersey,      Food and beverages purchased for off-premises consumption,9,2006,2723
490,New Mexico,      Food and beverages purchased for off-premises consumption,9,2006,2214
491,New York,      Food and beverages purchased for off-premises consumption,9,2006,2121
492,North Carolina,      Food and beverages purchased for off-premises consumption,9,2006,2223
493,North Dakota,      Food and beverages purchased for off-premises consumption,9,2006,2330
494,Ohio,      Food and beverages purchased for off-premises consumption,9,2006,2144
495,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2006,1799
496,Oregon,      Food and beverages purchased for off-premises consumption,9,2006,2838
497,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2006,2350
498,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2006,2385
499,South Carolina,      Food and beverages purchased for off-premises consumption,9,2006,2317
500,South Dakota,      Food and beverages purchased for off-premises consumption,9,2006,2244
501,Tennessee,      Food and beverages purchased for off-premises consumption,9,2006,2134
502,Texas,      Food and beverages purchased for off-premises consumption,9,2006,2197
503,Utah,      Food and beverages purchased for off-premises consumption,9,2006,2217
504,Vermont,      Food and beverages purchased for off-premises consumption,9,2006,2962
505,Virginia,      Food and beverages purchased for off-premises consumption,9,2006,2430
506,Washington,      Food and beverages purchased for off-premises consumption,9,2006,2812
507,West Virginia,      Food and beverages purchased for off-premises consumption,9,2006,2154
508,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2006,2371
509,Wyoming,      Food and beverages purchased for off-premises consumption,9,2006,2671
510,Alabama,      Food and beverages purchased for off-premises consumption,9,2007,2261
511,Alaska,      Food and beverages purchased for off-premises consumption,9,2007,3555
512,Arizona,      Food and beverages purchased for off-premises consumption,9,2007,2562
513,Arkansas,      Food and beverages purchased for off-premises consumption,9,2007,1916
514,California,      Food and beverages purchased for off-premises consumption,9,2007,2510
515,Colorado,      Food and beverages purchased for off-premises consumption,9,2007,2596
516,Connecticut,      Food and beverages purchased for off-premises consumption,9,2007,2779
517,Delaware,      Food and beverages purchased for off-premises consumption,9,2007,3063
518,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2007,3060
519,Florida,      Food and beverages purchased for off-premises consumption,9,2007,2614
520,Georgia,      Food and beverages purchased for off-premises consumption,9,2007,2329
521,Hawaii,      Food and beverages purchased for off-premises consumption,9,2007,3059
522,Idaho,      Food and beverages purchased for off-premises consumption,9,2007,2604
523,Illinois,      Food and beverages purchased for off-premises consumption,9,2007,2376
524,Indiana,      Food and beverages purchased for off-premises consumption,9,2007,2320
525,Iowa,      Food and beverages purchased for off-premises consumption,9,2007,2308
526,Kansas,      Food and beverages purchased for off-premises consumption,9,2007,2595
527,Kentucky,      Food and beverages purchased for off-premises consumption,9,2007,2440
528,Louisiana,      Food and beverages purchased for off-premises consumption,9,2007,2374
529,Maine,      Food and beverages purchased for off-premises consumption,9,2007,3111
530,Maryland,      Food and beverages purchased for off-premises consumption,9,2007,2493
531,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2007,2861
532,Michigan,      Food and beverages purchased for off-premises consumption,9,2007,2290
533,Minnesota,      Food and beverages purchased for off-premises consumption,9,2007,2350
534,Mississippi,      Food and beverages purchased for off-premises consumption,9,2007,2170
535,Missouri,      Food and beverages purchased for off-premises consumption,9,2007,2251
536,Montana,      Food and beverages purchased for off-premises consumption,9,2007,2840
537,Nebraska,      Food and beverages purchased for off-premises consumption,9,2007,2372
538,Nevada,      Food and beverages purchased for off-premises consumption,9,2007,2708
539,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2007,3091
540,New Jersey,      Food and beverages purchased for off-premises consumption,9,2007,2837
541,New Mexico,      Food and beverages purchased for off-premises consumption,9,2007,2343
542,New York,      Food and beverages purchased for off-premises consumption,9,2007,2200
543,North Carolina,      Food and beverages purchased for off-premises consumption,9,2007,2341
544,North Dakota,      Food and beverages purchased for off-premises consumption,9,2007,2387
545,Ohio,      Food and beverages purchased for off-premises consumption,9,2007,2237
546,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2007,1883
547,Oregon,      Food and beverages purchased for off-premises consumption,9,2007,2982
548,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2007,2464
549,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2007,2499
550,South Carolina,      Food and beverages purchased for off-premises consumption,9,2007,2397
551,South Dakota,      Food and beverages purchased for off-premises consumption,9,2007,2315
552,Tennessee,      Food and beverages purchased for off-premises consumption,9,2007,2283
553,Texas,      Food and beverages purchased for off-premises consumption,9,2007,2278
554,Utah,      Food and beverages purchased for off-premises consumption,9,2007,2369
555,Vermont,      Food and beverages purchased for off-premises consumption,9,2007,3115
556,Virginia,      Food and beverages purchased for off-premises consumption,9,2007,2516
557,Washington,      Food and beverages purchased for off-premises consumption,9,2007,2915
558,West Virginia,      Food and beverages purchased for off-premises consumption,9,2007,2251
559,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2007,2469
560,Wyoming,      Food and beverages purchased for off-premises consumption,9,2007,2893
561,Alabama,      Food and beverages purchased for off-premises consumption,9,2008,2334
562,Alaska,      Food and beverages purchased for off-premises consumption,9,2008,3748
563,Arizona,      Food and beverages purchased for off-premises consumption,9,2008,2613
564,Arkansas,      Food and beverages purchased for off-premises consumption,9,2008,1991
565,California,      Food and beverages purchased for off-premises consumption,9,2008,2561
566,Colorado,      Food and beverages purchased for off-premises consumption,9,2008,2702
567,Connecticut,      Food and beverages purchased for off-premises consumption,9,2008,2837
568,Delaware,      Food and beverages purchased for off-premises consumption,9,2008,3128
569,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2008,3240
570,Florida,      Food and beverages purchased for off-premises consumption,9,2008,2691
571,Georgia,      Food and beverages purchased for off-premises consumption,9,2008,2382
572,Hawaii,      Food and beverages purchased for off-premises consumption,9,2008,3173
573,Idaho,      Food and beverages purchased for off-premises consumption,9,2008,2575
574,Illinois,      Food and beverages purchased for off-premises consumption,9,2008,2396
575,Indiana,      Food and beverages purchased for off-premises consumption,9,2008,2406
576,Iowa,      Food and beverages purchased for off-premises consumption,9,2008,2415
577,Kansas,      Food and beverages purchased for off-premises consumption,9,2008,2674
578,Kentucky,      Food and beverages purchased for off-premises consumption,9,2008,2564
579,Louisiana,      Food and beverages purchased for off-premises consumption,9,2008,2451
580,Maine,      Food and beverages purchased for off-premises consumption,9,2008,3234
581,Maryland,      Food and beverages purchased for off-premises consumption,9,2008,2554
582,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2008,2954
583,Michigan,      Food and beverages purchased for off-premises consumption,9,2008,2367
584,Minnesota,      Food and beverages purchased for off-premises consumption,9,2008,2450
585,Mississippi,      Food and beverages purchased for off-premises consumption,9,2008,2274
586,Missouri,      Food and beverages purchased for off-premises consumption,9,2008,2361
587,Montana,      Food and beverages purchased for off-premises consumption,9,2008,2950
588,Nebraska,      Food and beverages purchased for off-premises consumption,9,2008,2467
589,Nevada,      Food and beverages purchased for off-premises consumption,9,2008,2752
590,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2008,3209
591,New Jersey,      Food and beverages purchased for off-premises consumption,9,2008,2913
592,New Mexico,      Food and beverages purchased for off-premises consumption,9,2008,2442
593,New York,      Food and beverages purchased for off-premises consumption,9,2008,2285
594,North Carolina,      Food and beverages purchased for off-premises consumption,9,2008,2423
595,North Dakota,      Food and beverages purchased for off-premises consumption,9,2008,2486
596,Ohio,      Food and beverages purchased for off-premises consumption,9,2008,2353
597,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2008,1971
598,Oregon,      Food and beverages purchased for off-premises consumption,9,2008,3030
599,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2008,2593
600,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2008,2550
601,South Carolina,      Food and beverages purchased for off-premises consumption,9,2008,2538
602,South Dakota,      Food and beverages purchased for off-premises consumption,9,2008,2400
603,Tennessee,      Food and beverages purchased for off-premises consumption,9,2008,2392
604,Texas,      Food and beverages purchased for off-premises consumption,9,2008,2363
605,Utah,      Food and beverages purchased for off-premises consumption,9,2008,2472
606,Vermont,      Food and beverages purchased for off-premises consumption,9,2008,3333
607,Virginia,      Food and beverages purchased for off-premises consumption,9,2008,2616
608,Washington,      Food and beverages purchased for off-premises consumption,9,2008,3007
609,West Virginia,      Food and beverages purchased for off-premises consumption,9,2008,2399
610,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2008,2526
611,Wyoming,      Food and beverages purchased for off-premises consumption,9,2008,3004
612,Alabama,      Food and beverages purchased for off-premises consumption,9,2009,2344
613,Alaska,      Food and beverages purchased for off-premises consumption,9,2009,3722
614,Arizona,      Food and beverages purchased for off-premises consumption,9,2009,2540
615,Arkansas,      Food and beverages purchased for off-premises consumption,9,2009,2057
616,California,      Food and beverages purchased for off-premises consumption,9,2009,2468
617,Colorado,      Food and beverages purchased for off-premises consumption,9,2009,2710
618,Connecticut,      Food and beverages purchased for off-premises consumption,9,2009,2802
619,Delaware,      Food and beverages purchased for off-premises consumption,9,2009,3102
620,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2009,3295
621,Florida,      Food and beverages purchased for off-premises consumption,9,2009,2675
622,Georgia,      Food and beverages purchased for off-premises consumption,9,2009,2413
623,Hawaii,      Food and beverages purchased for off-premises consumption,9,2009,3301
624,Idaho,      Food and beverages purchased for off-premises consumption,9,2009,2544
625,Illinois,      Food and beverages purchased for off-premises consumption,9,2009,2350
626,Indiana,      Food and beverages purchased for off-premises consumption,9,2009,2415
627,Iowa,      Food and beverages purchased for off-premises consumption,9,2009,2493
628,Kansas,      Food and beverages purchased for off-premises consumption,9,2009,2662
629,Kentucky,      Food and beverages purchased for off-premises consumption,9,2009,2646
630,Louisiana,      Food and beverages purchased for off-premises consumption,9,2009,2483
631,Maine,      Food and beverages purchased for off-premises consumption,9,2009,3343
632,Maryland,      Food and beverages purchased for off-premises consumption,9,2009,2547
633,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2009,2944
634,Michigan,      Food and beverages purchased for off-premises consumption,9,2009,2413
635,Minnesota,      Food and beverages purchased for off-premises consumption,9,2009,2508
636,Mississippi,      Food and beverages purchased for off-premises consumption,9,2009,2327
637,Missouri,      Food and beverages purchased for off-premises consumption,9,2009,2425
638,Montana,      Food and beverages purchased for off-premises consumption,9,2009,2946
639,Nebraska,      Food and beverages purchased for off-premises consumption,9,2009,2453
640,Nevada,      Food and beverages purchased for off-premises consumption,9,2009,2665
641,New Hampshire,      Food and beverages purchased for off-premises consumption,9,2009,3300
642,New Jersey,      Food and beverages purchased for off-premises consumption,9,2009,2868
643,New Mexico,      Food and beverages purchased for off-premises consumption,9,2009,2439
644,New York,      Food and beverages purchased for off-premises consumption,9,2009,2297
645,North Carolina,      Food and beverages purchased for off-premises consumption,9,2009,2362
646,North Dakota,      Food and beverages purchased for off-premises consumption,9,2009,2550
647,Ohio,      Food and beverages purchased for off-premises consumption,9,2009,2359
648,Oklahoma,      Food and beverages purchased for off-premises consumption,9,2009,2003
649,Oregon,      Food and beverages purchased for off-premises consumption,9,2009,2962
650,Pennsylvania,      Food and beverages purchased for off-premises consumption,9,2009,2582
651,Rhode Island,      Food and beverages purchased for off-premises consumption,9,2009,2539
652,South Carolina,      Food and beverages purchased for off-premises consumption,9,2009,2570
653,South Dakota,      Food and beverages purchased for off-premises consumption,9,2009,2459
654,Tennessee,      Food and beverages purchased for off-premises consumption,9,2009,2478
655,Texas,      Food and beverages purchased for off-premises consumption,9,2009,2360
656,Utah,      Food and beverages purchased for off-premises consumption,9,2009,2419
657,Vermont,      Food and beverages purchased for off-premises consumption,9,2009,3454
658,Virginia,      Food and beverages purchased for off-premises consumption,9,2009,2609
659,Washington,      Food and beverages purchased for off-premises consumption,9,2009,2949
660,West Virginia,      Food and beverages purchased for off-premises consumption,9,2009,2474
661,Wisconsin,      Food and beverages purchased for off-premises consumption,9,2009,2523
662,Wyoming,      Food and beverages purchased for off-premises consumption,9,2009,2950
663,Alabama,      Food and beverages purchased for off-premises consumption,9,2010,2352
664,Alaska,      Food and beverages purchased for off-premises consumption,9,2010,3746
665,Arizona,      Food and beverages purchased for off-premises consumption,9,2010,2547
666,Arkansas,      Food and beverages purchased for off-premises consumption,9,2010,2090
667,California,      Food and beverages purchased for off-premises consumption,9,2010,2493
668,Colorado,      Food and beverages purchased for off-premises consumption,9,2010,2693
669,Connecticut,      Food and beverages purchased for off-premises consumption,9,2010,2851
670,Delaware,      Food and beverages purchased for off-premises consumption,9,2010,3131
671,District of Columbia,      Food and beverages purchased for off-premises consumption,9,2010,3384
672,Florida,      Food and beverages purchased for off-premises consumption,9,2010,2679
673,Georgia,      Food and beverages purchased for off-premises consumption,9,2010,2448
674,Hawaii,      Food and beverages purchased for off-premises consumption,9,2010,3338
675,Idaho,      Food and beverages purchased for off-premises consumption,9,2010,2490
676,Illinois,      Food and beverages purchased for off-premises consumption,9,2010,2355
677,Indiana,      Food and beverages purchased for off-premises consumption,9,2010,2409
678,Iowa,      Food and beverages purchased for off-premises consumption,9,2010,2448
679,Kansas,      Food and beverages purchased for off-premises consumption,9,2010,2614
680,Kentucky,      Food and beverages purchased for off-premises consumption,9,2010,2668
681,Louisiana,      Food and beverages purchased for off-premises consumption,9,2010,2457
682,Maine,      Food and beverages purchased for off-premises consumption,9,2010,3398
683,Maryland,      Food and beverages purchased for off-premises consumption,9,2010,2595
684,Massachusetts,      Food and beverages purchased for off-premises consumption,9,2010,2973
685,Michigan,      Food and beverages purchased for off-premises consumption,9,2010,2454
686,Minnesota,      Food and beverages purchased for off-premises consumption,9,2010,2490
687,Mississippi,      Food and beverages purchased for off-premises consumption,9,2010,2366
688,Missouri,      Food and beverages purchased for off-premises consumption,9,2010,2464
689,Montana,      Food and beverages purchased for off-premises consumption,9,2010,2934
690,Nebraska,      Food and beverages purchased for off-premises consumption,9,2010,2439
